행정구역별(시도),성별,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
대전광역시,남자,8933,205,132,102,464,1747,1542,1124,834,735,610,513,410,269,117,61,68,9222,196,156,90,477,1831,1586,1184,883,703,653,536,380,318,113,47,69,9703,190,104,52,492,2083,1569,1253,975,685,746,574,400,349,126,56,49,10959,259,128,74,605,2504,1715,1445,1060,791,777,598,427,336,145,49,46,12064,330,178,114,717,2602,1770,1653,1176,872,852,672,490,338,168,75,57,10497,300,172,91,415,2090,1654,1574,1062,785,654,604,445,328,190,73,60
대전광역시,여자,10147,202,133,89,463,2627,1912,1146,743,618,596,609,455,277,141,53,83,10465,207,155,94,498,2611,1876,1252,805,637,648,622,461,303,157,58,81,10831,185,94,52,519,2675,1902,1313,944,659,731,636,489,335,167,57,73,11899,244,126,66,574,2815,1976,1580,1146,770,778,628,500,381,170,74,71,13083,308,183,97,731,2916,2033,1763,1284,926,826,670,571,375,221,98,81,12431,257,173,89,510,2230,2067,1838,1335,970,800,729,596,397,246,110,84
울산광역시,계,29860,631,333,146,427,2518,5362,4826,3313,3014,3080,2705,1747,1035,393,159,171,28792,594,365,150,432,2326,5076,4705,3227,2667,2973,2752,1664,1063,444,160,194,26601,504,273,148,384,2088,4413,4523,3143,2354,2794,2558,1556,1048,462,155,198,27162,457,255,176,457,2472,4280,4550,3330,2427,2664,2463,1766,1017,474,164,210,28604,521,369,216,504,2705,4470,4731,3481,2576,2631,2497,1918,1052,509,201,223,26895,484,358,215,347,2246,3842,4486,3402,2544,2419,2455,1940,1134,574,224,225
울산광역시,남자,19321,336,173,63,237,1562,3669,3516,2353,2057,1881,1544,1017,593,210,70,40,18160,296,198,61,250,1424,3396,3284,2238,1796,1751,1585,958,584,223,66,50,16354,263,149,64,218,1179,2889,3081,2081,1534,1655,1453,872,574,230,62,50,16532,226,128,92,252,1491,2771,2993,2213,1507,1569,1404,983,555,222,68,58,17419,257,193,118,274,1704,2901,3045,2267,1587,1561,1445,1085,576,250,86,70,15847,253,199,120,179,1367,2379,2791,2127,1544,1383,1392,1073,616,278,79,67
울산광역시,여자,10539,295,160,83,190,956,1693,1310,960,957,1199,1161,730,442,183,89,131,10632,298,167,89,182,902,1680,1421,989,871,1222,1167,706,479,221,94,144,10247,241,124,84,166,909,1524,1442,1062,820,1139,1105,684,474,232,93,148,10630,231,127,84,205,981,1509,1557,1117,920,1095,1059,783,462,252,96,152,11185,264,176,98,230,1001,1569,1686,1214,989,1070,1052,833,476,259,115,153,11048,231,159,95,168,879,1463,1695,1275,1000,1036,1063,867,518,296,145,158
세종특별자치시,계,4471,52,42,18,127,572,891,739,512,416,343,311,201,132,66,15,34,4835,67,40,14,156,568,892,797,551,423,390,384,253,168,75,24,33,5290,69,38,22,190,615,951,889,610,466,428,413,261,216,73,25,24,6486,86,52,34,331,925,1127,1025,773,564,473,395,332,223,92,27,27,7829,102,73,43,372,1313,1418,1244,849,622,543,426,402,256,102,36,28,7244,91,66,36,153,1142,1299,1187,940,588,481,428,365,259,129,51,29
세종특별자치시,남자,2755,31,16,11,63,332,609,479,332,280,188,169,113,78,37,6,11,2883,40,18,X,83,315,573,501,350,269,227,214,134,93,40,11,11,3130,42,23,5,97,350,607,550,370,297,237,234,137,119,41,14,7,3887,48,28,7,195,535,735,669,465,333,283,219,168,122,57,16,7,4860,61,39,12,224,865,948,837,510,353,332,250,208,138,57,18,8,4398,52,34,11,87,736,860,766,571,334,278,243,183,138,72,23,10
세종특별자치시,여자,1716,21,26,7,64,240,282,260,180,136,155,142,88,54,29,9,23,1952,27,22,10,73,253,319,296,201,154,163,170,119,75,35,13,22,2160,27,15,17,93,265,344,339,240,169,191,179,124,97,32,11,17,2599,38,24,27,136,390,392,356,308,231,190,176,164,101,35,11,20,2969,41,34,31,148,448,470,407,339,269,211,176,194,118,45,18,20,2846,39,32,25,66,406,439,421,369,254,203,185,182,121,57,28,19
경기도,계,452632,8468,4549,2532,5050,36761,76456,70227,51623,43484,42740,40545,32421,21666,9166,3164,3780,472699,9920,5642,2945,5568,37353,77821,75460,54115,42765,43923,43367,31431,24786,10334,3308,3961,497089,10851,5483,2752,5778,38031,79865,81650,59920,42675,45987,43578,32383,28129,12182,3808,4017,558197,12901,7051,3919,7625,45807,85114,91369,68424,47185,49504,45905,39924,30691,14033,4385,4360,594795,15322,9266,5160,8198,47999,85069,95955,73940,52082,50939,47743,43927,32313,16221,5559,5102,583462,15065,9876,5619,6187,38752,75991,94490,76278,53379,47438,47549,45444,35208,19290,7153,5743
경기도,남자,269861,4285,2351,1311,2622,23551,49759,46564,34106,26804,23513,20689,16224,10938,4450,1355,1339,282365,5041,2975,1529,2798,24120,51514,49779,35635,26583,24422,22268,15605,12465,4983,1345,1303,295967,5486,2841,1359,2925,24530,53049,53399,39200,26302,25587,22609,16069,14040,5827,1528,1216,333260,6613,3546,1935,3950,29992,57443,59585,44295,29308,27796,24190,19760,15200,6634,1794,1219,355254,7836,4649,2571,4079,31035,57795,62399,47825,32478,29325,25565,22158,15925,7645,2370,1599,338649,7623,4928,2829,2966,23800,50497,60025,48026,32929,26995,24973,22525,16996,8951,2989,1597
경기도,여자,182771,4183,2198,1221,2428,13210,26697,23663,17517,16680,19227,19856,16197,10728,4716,1809,2441,190334,4879,2667,1416,2770,13233,26307,25681,18480,16182,19501,21099,15826,12321,5351,1963,2658,201122,5365,2642,1393,2853,13501,26816,28251,20720,16373,20400,20969,16314,14089,6355,2280,2801,224937,6288,3505,1984,3675,15815,27671,31784,24129,17877,21708,21715,20164,15491,7399,2591,3141,239541,7486,4617,2589,4119,16964,27274,33556,26115,19604,21614,22178,21769,16388,8576,3189,3503,244813,7442,4948,2790,3221,14952,25494,34465,28252,20450,20443,22576,22919,18212,10339,4164,4146
강원도,계,18306,181,171,105,454,3105,3537,2684,1800,1479,1344,1144,932,655,344,184,187,19364,154,181,112,494,3477,3662,2924,1922,1488,1383,1246,908,689,364,190,170,20996,119,86,71,626,4111,3852,3095,2221,1534,1522,1323,955,736,393,174,178,24149,147,103,102,768,4849,4502,3669,2711,1809,1660,1393,1018,674,395,159,190,27008,224,155,132,695,5014,5085,4157,3060,2098,1831,1660,1210,813,448,204,222,24654,216,152,94,368,3954,4827,3973,3008,2068,1637,1491,1167,854,433,210,202
강원도,남자,9640,100,77,53,194,1562,1911,1574,1135,866,626,473,408,317,174,83,87,10339,84,88,56,234,1919,2007,1682,1172,856,657,516,400,336,167,100,65,11279,65,36,32,323,2370,2165,1747,1299,855,736,548,405,357,188,85,68,13077,73,49,49,419,2815,2627,2059,1528,979,808,586,429,317,175,84,80,14619,112,78,63,337,2947,2918,2327,1701,1130,909,765,545,380,215,99,93,12843,105,79,40,198,2251,2753,2170,1605,1066,750,617,466,366,207,94,76
강원도,여자,8666,81,94,52,260,1543,1626,1110,665,613,718,671,524,338,170,101,100,9025,70,93,56,260,1558,1655,1242,750,632,726,730,508,353,197,90,105,9717,54,50,39,303,1741,1687,1348,922,679,786,775,550,379,205,89,110,11072,74,54,53,349,2034,1875,1610,1183,830,852,807,589,357,220,75,110,12389,112,77,69,358,2067,2167,1830,1359,968,922,895,665,433,233,105,129,11811,111,73,54,170,1703,2074,1803,1403,1002,887,874,701,488,226,116,126
충청북도,계,40758,361,287,214,645,4958,7793,6460,4682,3747,3606,3230,2373,1314,617,205,266,44901,493,375,232,757,5829,8473,7063,5167,3908,3802,3647,2465,1526,685,219,260,48237,603,379,238,942,6121,8847,7942,5698,4045,4118,3653,2585,1798,749,262,257,54835,752,487,324,1138,7239,9840,9115,6867,4634,4401,3768,2959,1944,834,291,242,59783,925,697,455,1212,7568,10378,10058,7546,5262,4538,4129,3276,2128,954,383,274,57094,902,673,438,773,6448,9582,9984,7626,5218,4225,3930,3257,2215,1086,421,316
충청북도,남자,25416,185,146,107,314,2841,5087,4458,3308,2422,2095,1804,1384,750,320,92,103,28225,254,194,114,369,3588,5610,4813,3657,2490,2242,2073,1374,899,355,96,97,30178,298,180,127,519,3820,5875,5383,3913,2549,2424,2056,1402,1055,381,120,76,34279,399,233,172,605,4665,6549,6116,4648,2896,2580,2101,1573,1133,426,116,67,37021,469,336,239,663,4858,6861,6629,4994,3320,2623,2337,1765,1170,503,171,83,34651,484,325,237,429,4070,6268,6433,4930,3250,2375,2141,1740,1152,559,178,80
충청북도,여자,15342,176,141,107,331,2117,2706,2002,1374,1325,1511,1426,989,564,297,113,163,16676,239,181,118,388,2241,2863,2250,1510,1418,1560,1574,1091,627,330,123,163,18059,305,199,111,423,2301,2972,2559,1785,1496,1694,1597,1183,743,368,142,181,20556,353,254,152,533,2574,3291,2999,2219,1738,1821,1667,1386,811,408,175,175,22762,456,361,216,549,2710,3517,3429,2552,1942,1915,1792,1511,958,451,212,191,22443,418,348,201,344,2378,3314,3551,2696,1968,1850,1789,1517,1063,527,243,236
충청남도,계,71082,794,426,255,1147,8954,13553,11759,8621,6988,6126,5089,3514,2202,880,341,433,77533,1023,625,325,1350,9888,14247,12981,9399,7228,6587,5714,3631,2621,1038,399,477,84752,1241,652,373,1779,10584,15122,14376,10664,7566,7337,6047,3955,2980,1164,455,457,95838,1538,899,562,2210,12396,16461,16359,12474,8550,8028,6241,4566,3152,1385,515,502,104018,1844,1236,756,2372,12839,17437,17695,13594,9636,8517,6760,5148,3336,1606,642,600,99166,1788,1240,827,1704,10892,15937,17095,13670,9617,7946,6473,5319,3502,1810,720,626
충청남도,남자,44171,435,223,129,513,4996,8777,8187,6141,4713,3568,2727,1866,1154,445,148,149,48042,536,327,157,595,5630,9383,8832,6600,4813,3928,3086,1917,1351,542,175,170,52102,626,358,205,793,5993,10059,9677,7371,4936,4349,3222,2008,1571,604,191,139,58511,775,471,294,1037,7194,10913,10815,8335,5544,4759,3366,2326,1639,688,202,153,63093,917,655,413,1090,7416,11522,11630,8839,6130,5147,3694,2669,1716,789,259,207,58706,898,635,455,778,6053,10320,10990,8702,6018,4693,3459,2682,1705,839,286,193
충청남도,여자,26911,359,203,126,634,3958,4776,3572,2480,2275,2558,2362,1648,1048,435,193,284,29491,487,298,168,755,4258,4864,4149,2799,2415,2659,2628,1714,1270,496,224,307,32650,615,294,168,986,4591,5063,4699,3293,2630,2988,2825,1947,1409,560,264,318,37327,763,428,268,1173,5202,5548,5544,4139,3006,3269,2875,2240,1513,697,313,349,40925,927,581,343,1282,5423,5915,6065,4755,3506,3370,3066,2479,1620,817,383,393,40460,890,605,372,926,4839,5617,6105,4968,3599,3253,3014,2637,1797,971,434,433
전라북도,계,29930,306,221,159,521,4874,6255,4668,2946,2315,2247,2128,1566,913,406,193,212,31549,315,246,153,689,5281,6544,4963,3209,2330,2291,2210,1506,952,455,210,195,33764,267,167,100,1242,6046,6685,5286,3483,2385,2412,2198,1542,1077,467,215,192,39131,360,162,106,1455,7775,7611,6395,4277,2771,2561,2139,1603,1062,449,231,174,43960,424,253,134,1495,8572,8464,6995,4949,3308,2869,2472,1878,1139,520,269,219,42366,401,239,141,850,8025,8305,7136,5096,3432,2547,2235,1762,1165,531,282,219
전라북도,남자,16421,162,105,83,256,2396,3679,2909,1871,1333,1092,950,739,438,216,95,97,17261,166,121,84,354,2553,3874,3022,1986,1329,1160,1039,691,474,226,99,83,18246,151,82,48,630,3075,3859,3163,2060,1326,1208,1018,684,521,240,104,77,21151,195,91,52,770,4299,4358,3739,2393,1448,1276,947,701,505,206,110,61,24077,241,142,66,810,4917,4864,4069,2708,1734,1435,1195,905,537,252,118,84,22607,214,137,70,421,4550,4711,4112,2776,1770,1174,968,745,523,244,114,78
전라북도,여자,13509,144,116,76,265,2478,2576,1759,1075,982,1155,1178,827,475,190,98,115,14288,149,125,69,335,2728,2670,1941,1223,1001,1131,1171,815,478,229,111,112,15518,116,85,52,612,2971,2826,2123,1423,1059,1204,1180,858,556,227,111,115,17980,165,71,54,685,3476,3253,2656,1884,1323,1285,1192,902,557,243,121,113,19883,183,111,68,685,3655,3600,2926,2241,1574,1434,1277,973,602,268,151,135,19759,187,102,71,429,3475,3594,3024,2320,1662,1373,1267,1017,642,287,168,141
전라남도,계,34611,218,163,99,398,5315,7804,5765,3735,3121,2658,2241,1555,873,361,149,156,36630,221,191,118,465,5646,8271,6145,4093,3142,2681,2330,1627,921,445,151,183,37212,173,140,100,522,5339,8530,6455,4418,3087,2783,2337,1551,1006,463,146,162,42520,187,120,112,840,5935,9714,7673,5378,3652,3006,2396,1712,1032,448,159,156,47778,224,175,143,780,6437,10568,8713,6202,4183,3421,2838,2043,1158,499,197,197,45236,221,169,124,377,5333,10090,8738,6447,4124,3093,2517,1914,1155,535,218,181
전라남도,남자,21107,105,78,54,185,3173,4981,3945,2585,2061,1383,1024,759,439,192,66,77,22401,116,96,58,228,3516,5384,4115,2826,2030,1387,1060,760,449,215,71,90,22540,92,64,51,242,3349,5615,4200,2933,1949,1470,1029,693,502,225,60,66,26005,92,54,60,453,3825,6524,4941,3495,2251,1606,1092,786,484,224,63,55,29743,119,84,73,427,4193,7306,5689,3969,2575,1905,1425,986,567,250,98,77,27549,107,83,50,188,3389,6968,5725,4074,2441,1653,1136,804,535,236,105,55
전라남도,여자,13504,113,85,45,213,2142,2823,1820,1150,1060,1275,1217,796,434,169,83,79,14229,105,95,60,237,2130,2887,2030,1267,1112,1294,1270,867,472,230,80,93,14672,81,76,49,280,1990,2915,2255,1485,1138,1313,1308,858,504,238,86,96,16515,95,66,52,387,2110,3190,2732,1883,1401,1400,1304,926,548,224,96,101,18035,105,91,70,353,2244,3262,3024,2233,1608,1516,1413,1057,591,249,99,120,17687,114,86,74,189,1944,3122,3013,2373,1683,1440,1381,1110,620,299,113,126
경상북도,계,57565,540,344,157,959,8512,13102,10744,7054,4980,3765,2946,2122,1257,588,231,264,60706,572,409,195,1272,8921,13486,11337,7455,5151,4077,3186,2154,1383,616,226,266,63978,617,348,214,1835,9644,13753,11782,8081,5267,4260,3333,2268,1429,658,255,234,74071,748,467,315,2539,12169,15247,13524,9740,6103,4714,3458,2382,1482,676,277,230,81840,1106,678,443,2405,13325,16226,14744,10847,7006,5304,3952,2822,1586,779,325,292,74547,989,611,421,1117,11367,14511,14002,10595,6892,4819,3659,2570,1570,772,376,276
경상북도,남자,36841,246,173,92,458,5116,8671,7632,5151,3422,2135,1559,1069,636,288,100,93,38701,282,204,100,600,5278,8969,7985,5342,3512,2401,1696,1097,724,308,107,96,40166,322,164,110,847,5702,9209,8132,5592,3479,2483,1765,1147,710,317,114,73,45955,369,255,160,1177,7268,10161,8986,6591,3892,2797,1809,1202,762,324,122,80,50448,565,348,218,1152,7915,10758,9636,7179,4432,3179,2129,1474,819,386,146,112,44685,495,310,216,534,6489,9405,8897,6821,4276,2797,1858,1271,730,347,155,84
경상북도,여자,20724,294,171,65,501,3396,4431,3112,1903,1558,1630,1387,1053,621,300,131,171,22005,290,205,95,672,3643,4517,3352,2113,1639,1676,1490,1057,659,308,119,170,23812,295,184,104,988,3942,4544,3650,2489,1788,1777,1568,1121,719,341,141,161,28116,379,212,155,1362,4901,5086,4538,3149,2211,1917,1649,1180,720,352,155,150,31392,541,330,225,1253,5410,5468,5108,3668,2574,2125,1823,1348,767,393,179,180,29862,494,301,205,583,4878,5106,5105,3774,2616,2022,1801,1299,840,425,221,192
경상남도,계,90361,1037,692,394,693,10589,21501,18260,11418,8175,6289,4948,3115,1923,740,264,323,92185,1033,773,454,810,9884,20786,19021,12085,8380,6802,5425,3198,2080,824,293,337,91072,947,607,371,1037,9135,19660,19305,12560,8093,6819,5370,3420,2168,934,318,328,97494,1158,731,490,1284,10488,20085,20629,14123,8974,6882,5197,3646,2124,1013,354,316,105908,1516,1086,650,1567,11658,20695,21589,15533,9891,7598,5803,4132,2276,1086,432,396,96669,1341,1024,663,976,9274,17618,20144,15388,9451,6949,5400,4059,2375,1118,486,403
경상남도,남자,64330,534,351,199,310,7200,16387,14613,8935,5915,3852,2722,1662,1026,382,123,119,64895,514,383,218,376,6524,15716,14973,9381,6076,4252,3019,1733,1082,394,131,123,62550,478,306,181,546,5753,14438,14808,9502,5732,4209,2926,1812,1132,466,140,121,65918,574,366,251,703,6659,14501,15348,10472,6220,4240,2835,1908,1084,500,146,111,71212,779,544,328,817,7569,14799,15928,11280,6778,4802,3327,2191,1196,521,201,152,63112,684,521,328,520,5791,12099,14372,10996,6412,4280,2987,2062,1200,505,212,143
경상남도,여자,26031,503,341,195,383,3389,5114,3647,2483,2260,2437,2226,1453,897,358,141,204,27290,519,390,236,434,3360,5070,4048,2704,2304,2550,2406,1465,998,430,162,214,28522,469,301,190,491,3382,5222,4497,3058,2361,2610,2444,1608,1036,468,178,207,31576,584,365,239,581,3829,5584,5281,3651,2754,2642,2362,1738,1040,513,208,205,34696,737,542,322,750,4089,5896,5661,4253,3113,2796,2476,1941,1080,565,231,244,33557,657,503,335,456,3483,5519,5772,4392,3039,2669,2413,1997,1175,613,274,260
제주특별자치도,계,15146,255,204,147,423,2502,3218,2429,1692,1212,930,718,547,426,214,104,125,17476,289,256,146,462,2859,3549,2906,2105,1362,1102,837,600,514,248,105,136,20400,322,215,157,516,3090,4017,3512,2728,1730,1346,952,703,607,270,114,121,25287,441,295,237,674,3801,5025,4461,3509,2221,1569,1043,791,642,308,147,123,28017,727,440,314,678,3951,5132,4933,3863,2645,1823,1239,915,653,370,181,153,26831,721,523,352,396,3146,4560,4840,3917,2811,1858,1271,957,710,423,201,145
제주특별자치도,남자,8914,128,104,67,227,1472,1878,1560,1166,810,510,339,245,191,102,56,59,10194,161,129,74,245,1744,2066,1766,1388,862,628,396,274,228,112,60,61,11652,171,102,78,250,1930,2450,2043,1622,959,738,460,329,286,113,68,53,14884,231,144,122,339,2503,3304,2677,2014,1178,886,539,398,284,133,77,55,16496,347,238,149,368,2534,3496,2973,2226,1377,1021,687,447,291,177,89,76,15169,338,281,182,201,1940,3018,2813,2245,1427,958,633,443,319,202,99,70
제주특별자치도,여자,6232,127,100,80,196,1030,1340,869,526,402,420,379,302,235,112,48,66,7282,128,127,72,217,1115,1483,1140,717,500,474,441,326,286,136,45,75,8748,151,113,79,266,1160,1567,1469,1106,771,608,492,374,321,157,46,68,10403,210,151,115,335,1298,1721,1784,1495,1043,683,504,393,358,175,70,68,11521,380,202,165,310,1417,1636,1960,1637,1268,802,552,468,362,193,92,77,11662,383,242,170,195,1206,1542,2027,1672,1384,900,638,514,391,221,102,75
